vm_mean,vm_sd,vm_max,vm_min,vm_10perc,vm_25perc,vm_50perc,vm_75perc,vm_90perc,activity,vol_id,menmo
4.718646037,0.103547576,4.961072958,4.415302703,4.587583064,4.649445874,4.724015933,4.802210375,4.831865971,brush_teeth,f1,3.718646037
4.774339794,0.403469345,5.576005446,3.810565334,4.206700347,4.565565411,4.753354807,5.107267712,5.298006892,brush_teeth,f1,3.774339794
4.91167209,0.557096993,6.41029147,3.456729609,4.101142236,4.406168538,5.084224491,5.339852855,5.43462942,brush_teeth,f1,3.91167209
5.086881264,0.689375127,6.568710618,3.632337753,4.288683477,4.567657963,5.030516011,5.579194408,6.075376847,brush_teeth,f1,4.086881264
4.749652539,0.426865121,5.606574129,3.665893549,4.085116087,4.55227287,4.742609528,5.116246526,5.290538339,brush_teeth,f1,3.749652539
4.942212576,0.508760783,6.650533199,3.752550153,4.476238567,4.67966176,4.828433479,5.16500633,5.555404844,brush_teeth,f1,3.942212576
4.87448473,0.512284607,6.389564196,3.646356862,4.18537195,4.550313177,4.802741564,5.2427063,5.517809163,brush_teeth,f1,3.87448473
4.765756907,0.488144525,6.315271416,2.513230298,4.143472861,4.483529842,4.789173934,5.182510077,5.30844505,brush_teeth,f1,3.765756907
5.144529642,0.557628481,6.591196974,4.178418801,4.559469184,4.713876767,5.033052758,5.518633307,6.045279503,brush_teeth,f1,4.144529642
4.809268743,0.540061586,5.671716437,3.508735455,3.982614614,4.366354424,4.902095768,5.279072817,5.394252153,brush_teeth,f1,3.809268743
4.798889014,0.514518711,5.509268628,3.399429724,4.000059913,4.459409356,4.927276712,5.244408123,5.370317042,brush_teeth,f1,3.798889014
4.9638877,0.549439941,6.483102054,3.542021791,4.408823442,4.642581213,4.904961677,5.232716603,5.626375256,brush_teeth,f1,3.9638877
4.83778408,0.435578587,6.32253824,3.473661833,4.188175776,4.619307662,4.894802924,5.127581476,5.295405304,brush_teeth,f1,3.83778408
4.82688014,0.225396063,5.359523281,4.433752729,4.549491943,4.644779814,4.810702354,4.996170119,5.128442792,brush_teeth,f1,3.82688014
4.777321729,0.2012269,5.317472163,3.502914239,4.610822237,4.688783838,4.756841066,4.868683768,5.013196682,brush_teeth,f1,3.777321729
4.822203558,0.526435829,6.255201917,3.485392257,4.05630021,4.371747863,4.941228973,5.227356207,5.361807371,brush_teeth,f1,3.822203558
4.959476279,0.588381182,6.503923463,3.271709283,4.196206914,4.647662342,4.953611012,5.286196889,5.522620627,brush_teeth,f1,3.959476279
4.932507024,0.489097636,6.413474336,3.782343513,4.275088454,4.69815936,4.935295187,5.220519238,5.418881272,brush_teeth,f1,3.932507024
4.77583817,0.451269125,6.470103933,3.764766844,4.330410601,4.533604448,4.684156583,4.923910513,5.371024529,brush_teeth,f1,3.77583817
4.546536144,0.268009244,5.177462936,4.116294153,4.206338478,4.33085415,4.541463642,4.70209404,4.920558948,brush_teeth,f1,3.546536144
4.937957371,0.393351187,6.197843601,3.916214332,4.305249541,4.78757583,5.010955927,5.202040416,5.316416499,brush_teeth,f1,3.937957371
5.232244481,0.169433836,5.650085786,4.617513245,5.002346351,5.121234288,5.251091153,5.36309154,5.434958583,brush_teeth,f1,4.232244481
5.161919534,0.185886956,5.574632778,4.735342584,4.92468785,5.034067307,5.161918986,5.323225967,5.408751262,brush_teeth,f1,4.161919534
4.793774538,0.383635423,5.632902612,3.661019151,4.357082744,4.545545987,4.818384403,5.042167898,5.296802844,brush_teeth,f1,3.793774538
4.873313206,0.64955246,6.601638634,3.378352454,3.920055701,4.488079341,4.937097919,5.283300343,5.560336836,brush_teeth,f1,3.873313206
4.899893029,0.589077052,6.629402657,3.654044446,4.202381565,4.522054692,4.80058634,5.200690421,5.651891502,brush_teeth,f1,3.899893029
4.701613755,0.528145369,6.011468631,3.111040249,3.969461158,4.375674823,4.70832954,5.173519703,5.336961894,brush_teeth,f1,3.701613755
4.872683253,0.641763075,6.457474707,2.977809084,4.037577139,4.612399597,4.930640057,5.215875143,5.45823631,brush_teeth,f1,3.872683253
4.673172644,0.558573543,5.851042119,3.246662336,3.881402743,4.282290229,4.722662924,5.105892923,5.352852381,brush_teeth,f1,3.673172644
4.954461539,0.452776646,6.50510004,4.054475985,4.382944459,4.674615788,4.895333027,5.25242864,5.558317573,brush_teeth,f1,3.954461539
4.785488468,0.52012446,5.694160991,3.518899411,4.013242729,4.478400905,4.844239508,5.17388947,5.413459426,brush_teeth,f1,3.785488468
4.976334113,0.564509387,6.581126385,3.606258732,4.30536598,4.646974223,4.954640387,5.308218491,5.63074491,brush_teeth,f1,3.976334113
5.006892878,0.568554752,6.408301376,3.53047953,4.128663601,4.7739684,5.0398841,5.350590909,5.719238735,brush_teeth,f1,4.006892878
4.878149941,0.163644396,5.713392787,4.470994958,4.69209798,4.769027406,4.877317821,4.960172889,5.057778363,brush_teeth,f1,3.878149941
5.006534523,0.404554453,6.093238139,4.12867029,4.242397953,4.839908812,5.059340125,5.298006531,5.426221296,brush_teeth,f1,4.006534523
5.22287391,0.200836034,5.747226483,4.646701705,4.920333843,5.065891674,5.266614066,5.366657964,5.446211874,brush_teeth,f1,4.22287391
4.992268928,0.303658737,5.715178502,4.485805277,4.629264966,4.73520693,4.973385822,5.245624995,5.387058576,brush_teeth,f1,3.992268928
4.80579943,0.528260277,5.772029672,3.549935326,3.921226857,4.560813569,4.788376892,5.254735205,5.461367101,brush_teeth,f1,3.80579943
4.913507249,0.682949719,6.595452979,3.082207001,4.264026728,4.499572389,4.856353778,5.375918706,5.884514327,brush_teeth,f1,3.913507249
4.666209835,0.672940742,5.5942755,3.06477685,3.632473401,4.118149445,4.809906802,5.22345064,5.423634928,brush_teeth,f1,3.666209835
4.92037915,0.448091417,6.55315783,3.783692182,4.448566453,4.729952323,4.890118149,5.067528677,5.37093293,brush_teeth,f1,3.92037915
